ID TIME BLK #BLOCKS
226 17.71 4 2
226 34.87 5 2
226 45.328 6 1
226 49.489 6 1
226 61.514 7 1
226 84.944 8 2
226 107.145 9 2
226 126.993 10 2
226 142.238 11 1
226 157.923 12 2
226 177.107 14 2
226 190.275 15 1
226 224.601 17 2
226 236.283 18 1
226 264.654 19 1
226 277.879 20 2
226 293.836 21 2
226 308.471 22 2
226 323.016 23 1
226 328.788 23 1
226 336.091 24 1
226 339.74 24 1
226 364.475 26 2
226 381.722 27 1
226 394.703 28 1
226 411.269 29 1
226 413.578 29 1
226 426.518 30 2
226 440.517 31 1
226 455.818 32 2
226 474.744 33 1
226 492.263 34 2
226 524.295 35 3
226 538.448 36 3
226 550.191 37 1
226 565.087 38 2
226 569.696 39 1
226 587.039 40 1
226 601.134 41 1
226 610.388 41 1
226 617.321 42 1
226 631.092 43 1
226 635.105 43 1
226 647.625 44 1
226 659.974 44 3
226 674.671 45 1
226 677.065 46 1
226 683.575 46 2
226 710.789 48 2
226 723.62 49 2
226 755.096 51 3
226 816.886 55 5
226 893.182 60 8
226 942.72 63 5
226 1027.208 69 9
226 1079.683 71 2
226 1095.132 72 1
226 1102.106 74 3
226 1111.77 75 2
226 1127.96 76 1
226 1141.553 77 1
226 1151.637 77 1
226 1161.46 78 1
226 1171.479 79 1
226 1191.445 80 3
226 1235.176 83 5
226 1283.42 86 5
226 1305.63 88 3
