ID TIME BLK %CPU CHAINDATASIZE
213 69.293 4 179514 33.89
213 333.506 14 206195 34.82
213 336.877 14 206195 34.85
213 381.746 14 206195 35.05
213 425.613 14 206195 35.14
213 470.553 14 206195 35.16
213 515.841 17 212948 35.36
213 672.464 23 233802 35.85
213 736.659 24 238747 36.04
213 740.904 24 238747 36.07
213 783.876 25 240133 36.17
213 828.849 26 241176 36.18
213 873.546 29 246111 36.27
213 1030.233 37 265706 36.67
213 1119.206 39 271276 37.01
213 1121.18 39 271276 37.02
213 1179.636 41 282710 37.16
213 1214.529 41 301644 37.41
213 1256.013 42 307636 37.57
