ID TIME BLK %CPU CHAINDATASIZE
218 38.634 4 179367 13.52
218 48.643 4 179367 13.52
218 58.755 4 179367 13.65
218 68.665 4 179367 13.67
218 78.678 4 179367 13.67
218 88.827 4 179367 13.81
218 98.684 4 179367 13.96
218 108.693 4 179367 14.08
218 118.684 4 179367 14.09
218 128.71 4 179367 14.09
218 138.817 6 182664 14.3
218 148.725 7 188043 14.55
218 192.47 10 194321 15.38
218 193.295 10 194321 15.4
218 202.878 10 194321 15.7
218 213.467 11 196297 15.92
218 223.413 12 197340 16.22
218 232.758 12 197444 16.43
218 242.791 12 197444 16.43
218 291.362 15 205610 17.1
218 414.513 15 205755 18.79
218 536.375 26 235913 21.01
218 628.13 31 245384 22.21
218 656.966 32 257072 22.71
218 657.453 32 257072 22.72
218 667.527 32 257072 22.88
218 677.275 32 263490 23.08
218 687.223 32 263698 23.17
218 819.07 40 285460 24.37
218 899.985 43 296727 25.19
218 998.559 46 316757 25.87
218 1029.648 49 328787 26.43
218 1152.026 50 337474 27.12
218 1273.638 58 388926 28.89
218 1312.638 59 395587 29.32
218 1324.951 60 397793 29.54
218 1356.324 62 401904 30.06
218 1357.17 62 401904 30.07
218 1366.679 62 402008 30.12
218 1406.95 65 414565 30.49
218 1420.825 66 417620 30.73
218 1542.216 67 419613 31.32
218 1567.995 73 442738 31.66
218 1579.371 74 445238 31.85
218 1579.809 74 445238 31.86
218 1589.704 74 445446 31.98
218 1599.677 74 445446 31.94
218 1609.664 74 445446 31.92
218 1668.173 79 466973 32.36
218 1684.26 80 469286 32.61
218 1798.686 82 473808 33.08
218 1799.108 82 473808 33.09
218 1808.936 82 474016 33.11
