ID TIME BLK %CPU CHAINDATASIZE
209 55.974 10 173710 25.46
209 101.084 10 173710 25.64
209 229.92 20 197298 26.39
209 233.782 21 198341 26.43
209 277.107 21 198549 26.49
209 497.645 30 235191 28.09
209 550.061 33 239853 28.43
209 556.302 34 241764 28.49
209 596.561 36 257544 28.89
209 658.803 40 267074 29.22
209 690.594 43 287950 29.52
209 771.96 48 308494 30.13
209 781.288 48 308598 30.23
209 901.611 54 330961 31.07
209 917.608 55 334747 31.22
209 1040.193 61 349488 31.96
209 1043.193 61 349488 31.99
209 1086.259 61 349592 32.05
209 1298.287 72 403683 33.23
209 1310.331 73 408120 33.34
209 1354.602 75 412781 33.55
