ID TIME ESTIMATE W B S1 S2 S3
209 0.057 0.125 0 3 256 335 306
209 1.062 0.071 0 6 241 324 294
209 2.071 0.05 0 9 247 329 299
209 3.072 0.038 0 12 247 332 304
209 4.074 0.031 0 15 237 321 296
209 5.075 0.026 0 18 244 325 295
209 6.076 0.023 0 21 238 319 293
209 7.077 0.02 0 24 242 323 296
209 8.078 0.018 0 27 242 322 296
209 9.079 0.016 0 30 238 323 295
209 10.081 0.015 0 33 240 324 295
209 11.089 0.014 0 36 242 324 296
209 12.09 0.013 0 39 235 317 293
209 13.091 0.012 0 42 237 322 295
209 14.092 0.011 0 45 244 327 296
209 15.093 0.01 0 48 242 326 296
209 16.094 0.01 0 51 243 328 298
209 17.097 0.009 0 54 242 324 298
209 18.099 0.009 0 57 238 321 292
