ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
209 3.051 4 21.00 0 0 13 0 0 0 False False
209 17.935 5 21.00 0 0 21 0 0 0 False False
