ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
213 5.895 3 0 0 0   
213 8.346 3 1 2 2 209;210 209 209;210
213 11.171 3 2 1 1 210 210;209 210
213 13.462 3 2 1 1 210 210;209 210
213 16.128 4 2 1 1 210 210;209 210
213 18.594 4 1 1 1 210 210 210
213 21.02 4 1 1 1 210 210 210
213 23.518 4 1 0 0  210 
213 26.016 4 0 0 0   
213 28.066 4 0 1 1 222  222
213 30.545 5 1 1 1 222 222 222
213 32.573 5 1 1 1 222 222 222
213 35.087 5 1 1 1 222 222 222
213 37.122 5 1 2 2 222;211 222 211;222
213 39.828 5 2 1 1 222 222;211 222
213 42.4 5 3 2 2 222;217 222;217;211 222;217
213 45.209 5 3 3 3 222;211;217 222;217;211 222;211;217
213 47.604 5 3 2 2 222;217 222;217;211 222;217
213 50.456 5 3 3 3 222;217;211 222;217;211 222;211;217
213 53.299 5 3 2 1 222;211 222;217;211 211
213 55.756 5 3 0 0  222;217;211 
213 59.434 6 4 2 2 222;214 222;217;214;211 222;214
213 64.215 7 4 2 2 214;211 222;217;214;211 211;214
213 68.356 7 4 3 2 211;222;209 222;217;214;211 209;211
213 71.402 7 4 2 1 218;214 222;217;214;211 214
213 74.955 7 5 3 2 218;214;226 222;218;217;214;211 214;226
213 79.388 8 4 0 0  222;218;217;214 
213 82.098 8 3 1 1 224 222;218;214 224
213 85.125 8 4 1 1 224 222;218;214;224 224
213 88.95 8 4 0 0  222;218;214;224 
213 91.931 9 3 0 0  218;214;224 
213 94.587 9 3 0 0  218;214;224 
213 97.112 9 3 0 0  218;214;224 
213 99.691 9 3 1 1 209 218;214;224 209
213 102.641 9 4 1 1 209 218;209;214;224 209
213 105.086 9 2 1 0 209 218;209 
213 107.713 10 2 2 2 209;214 218;209 209;214
213 109.981 10 3 1 1 214 218;209;214 214
213 112.598 10 1 2 1 214;210 209 214
213 115.389 10 2 1 1 210 210;209 210
213 118.38 10 3 4 4 210;217;214;226 210;209;217 226;217;214;210
213 121.932 10 3 2 2 217;226 210;209;217 226;217
