ID TIME BLK BLOCK UBI PAY BALANCE MEAN #VOTES #OKVOTES C? BCSIZE CPU BLOCKHASH
209 285 4 3 40 0 0.01 5000000 0 0 False 164552 19.53
209 313 4 4 40 0 0.01 5000000 0 0 False 164552 19.55
209 470 5 5 0 0 40.01 5000000 0 0 False 166041 19.65
209 559 6 6 20 0 0.01 5000000 1 0 False 167383 19.68
209 658 6 6 20 0 40.01 5000000 0 0 False 168729 19.77
209 729 7 7 0 0 20.01 5000000 2 0 False 170750 19.83
209 858 8 8 0 0 20.01 5000000 2 0 False 171793 19.9
209 1087 9 9 0 0 20.01 5000000 2 0 False 172836 20.07
209 1264 10 10 20 0 20.01 5000000 2 0 False 173983 20.2
209 2880 19 11 20 40 40.01 2770295 7 6 False 188054 20.84
209 2905 19 12 20 40 40.01 2770295 7 6 False 188054 20.86
209 2924 19 13 20 40 40.01 2770295 7 6 False 188054 20.87
209 2943 20 14 0 0 100.01 2770295 7 6 False 189398 20.88
209 2963 20 15 0 0 100.01 2770295 7 6 False 189398 20.89
209 2982 20 16 0 0 100.01 2770295 7 6 False 189398 20.89
209 3001 20 17 0 0 100.01 2770295 7 6 False 189398 20.9
209 3020 20 18 0 0 100.01 2770295 7 6 False 189398 20.91
209 3038 20 19 0 0 100.01 2770295 7 6 False 189398 20.91
209 3062 20 20 0 0 100.01 2770295 7 6 False 189398 20.93
209 3152 21 21 0 0 100.01 2770295 7 6 False 190441 21.0
209 3310 22 22 0 0 60.01 2770295 8 6 False 191824 21.06
209 3455 22 22 0 0 100.01 2770295 7 6 False 193066 21.13
209 3557 23 23 0 0 60.01 2770295 10 6 False 196099 21.23
209 3899 25 24 0 40 60.01 2801412 10 9 True 198587 21.44
209 3921 25 25 0 40 60.01 2801412 10 9 True 198587 21.45
209 4527 28 26 0 40 20.01 2693755 13 12 True 204038 21.87
209 4554 28 27 0 40 20.01 2693755 13 12 True 204038 21.89
209 4582 28 27 0 40 20.01 2693755 13 12 True 204038 21.92
209 4600 28 28 0 40 20.01 2693755 13 12 True 204038 21.92
209 4694 29 28 0 40 60.01 2693755 12 12 True 207848 22.0
209 4713 29 29 0 40 60.01 2693755 12 12 True 207848 22.01
