ID TIME BLK #BLOCKS
210 16.032 3 1
210 48.732 4 1
210 56.434 5 3
210 79.155 7 2
210 95.068 8 2
210 121.014 9 4
210 148.437 11 5
210 160.167 12 1
210 166.083 13 1
210 184.157 14 1
210 197.446 15 1
210 216.005 16 2
210 267.102 19 5
210 347.561 25 10
210 437.0 30 12
210 468.395 32 4
210 488.158 32 1
210 498.739 34 2
210 518.404 36 2
210 532.154 37 1
210 540.261 37 1
210 546.717 38 1
210 561.799 39 1
210 568.281 39 1
210 577.303 40 1
210 582.581 40 3
210 601.066 41 2
210 617.859 42 2
210 638.897 44 1
210 647.862 44 2
210 662.037 45 1
210 698.646 47 1
210 715.354 49 3
210 729.695 50 1
210 746.313 51 1
210 766.652 52 3
210 794.534 53 1
210 819.133 55 1
210 853.957 58 6
