ID TIME BLK #BLOCKS
213 16.716 4 1
213 22.989 4 1
213 30.57 5 1
213 46.717 6 1
213 49.207 6 1
213 63.271 7 1
213 104.815 8 3
213 122.715 10 2
213 135.942 11 1
213 145.405 12 1
213 162.989 13 3
213 201.685 15 2
213 219.629 16 2
213 231.835 17 1
213 237.943 18 1
213 251.596 19 1
213 286.092 20 1
213 296.881 21 3
213 337.935 24 5
213 356.16 25 2
213 394.897 27 1
213 406.934 28 3
213 432.157 30 4
213 476.247 33 4
213 492.316 34 3
213 498.669 34 1
213 511.389 35 1
213 525.915 36 1
213 541.552 37 1
213 555.817 38 1
213 570.496 39 1
213 586.118 40 1
213 601.993 41 1
213 609.958 41 1
213 616.934 42 1
213 632.831 43 4
213 701.73 47 6
213 725.76 48 3
213 735.453 49 1
213 745.432 50 2
213 753.228 51 1
213 775.212 52 2
213 803.467 54 5
213 838.455 56 3
213 855.209 57 1
213 867.988 58 1
213 880.558 59 2
213 891.947 60 1
213 902.977 61 1
213 915.875 61 3
213 926.11 62 2
213 931.133 63 1
213 955.259 64 2
213 966.462 65 2
213 976.876 66 1
213 991.858 67 1
213 1034.779 68 1
213 1039.169 70 3
213 1055.179 71 2
213 1073.804 72 1
213 1082.965 73 1
213 1096.163 74 1
213 1106.287 74 1
213 1121.79 75 1
213 1130.508 76 1
213 1141.111 77 1
213 1148.74 77 2
213 1162.834 78 1
213 1172.997 79 1
213 1187.112 80 1
213 1196.248 80 2
213 1215.363 81 2
213 1245.322 83 3
213 1298.718 87 6
