ID TIME BLK VOTE
210 61.15 6 1433823
210 100.268 8 None
210 153.263 12 2962500
210 198.723 15 3037383
210 235.42 17 None
210 287.75 21 2757537
210 328.926 23 None
210 379.34 27 2786333
