ID TIME BLK #BLOCKS
214 16.452 3 1
214 35.815 4 4
214 109.481 9 7
214 190.81 14 9
214 266.938 19 5
214 300.08 21 2
214 310.278 22 1
214 317.418 23 1
214 320.217 23 1
214 347.243 23 1
214 359.481 25 3
214 399.987 28 3
214 450.252 31 11
214 486.349 33 2
214 498.248 34 1
214 507.212 35 2
214 516.853 36 1
214 538.282 36 1
214 547.593 38 2
214 580.796 40 3
214 618.342 42 3
214 643.686 44 3
214 668.503 46 1
214 682.469 46 1
214 698.722 47 1
214 714.665 49 2
214 753.113 51 4
214 785.746 53 2
214 793.709 54 2
214 818.754 56 4
214 878.56 59 6
