ID TIME BLK #BLOCKS
222 16.133 4 1
222 30.547 5 1
222 46.113 6 1
222 61.488 7 1
222 65.826 7 1
222 76.302 8 1
222 91.644 9 1
222 106.649 10 1
222 110.247 10 2
222 120.731 11 1
222 124.068 11 3
222 135.201 12 1
222 151.421 13 1
222 155.08 13 1
222 168.7 14 1
222 171.037 14 1
222 183.022 15 1
222 184.48 15 1
222 195.778 16 1
222 211.185 17 1
222 214.905 17 1
222 226.884 18 1
222 228.496 18 1
222 229.918 18 1
222 241.332 19 1
222 244.981 19 1
222 256.244 20 1
222 270.892 21 1
222 285.552 22 1
222 301.648 23 1
