ID TIME BLK #BLOCKS
217 16.999 3 1
217 31.535 4 1
217 48.539 5 3
217 62.862 6 1
217 78.057 7 1
217 89.838 6 1
217 98.338 7 1
217 110.939 8 1
217 117.026 8 1
217 158.13 9 1
217 164.22 11 2
217 175.683 12 1
217 186.246 13 1
217 203.199 14 2
217 224.724 15 3
217 236.048 16 1
217 242.577 16 1
217 249.643 17 2
217 261.493 18 1
217 276.082 19 1
217 295.453 19 1
217 302.171 20 3
217 315.129 21 1
217 338.417 22 1
217 358.91 23 1
217 368.316 24 1
217 383.156 25 4
217 413.57 27 3
217 429.462 28 1
217 438.289 29 1
217 449.927 30 1
