ID TIME BLK %CPU CHAINDATASIZE
226 227.688 4 194497 31.77
226 237.666 4 194497 31.76
226 247.705 4 194497 31.75
226 257.805 4 194497 31.8
226 267.694 4 194497 31.78
226 278.161 6 197841 31.83
226 287.725 7 200581 31.88
226 297.768 7 200581 31.86
226 307.781 7 200581 31.84
226 318.098 7 200581 31.86
226 328.199 7 200581 31.88
226 352.874 11 212471 32.05
226 354.109 12 212471 32.06
226 370.853 13 217878 32.16
226 373.32 13 217878 32.18
226 383.335 13 217878 32.16
226 393.366 13 217878 32.15
226 403.522 15 223155 32.16
226 413.387 15 223155 32.18
226 423.398 15 223155 32.16
226 433.383 15 223155 32.18
226 443.406 15 223155 32.17
226 453.449 15 223155 32.16
226 463.546 18 233895 32.2
226 473.382 19 236143 32.23
226 483.432 19 236143 32.25
226 493.422 19 236143 32.27
226 503.397 19 236143 32.26
226 513.424 19 236143 32.25
226 523.448 19 236143 32.23
226 533.451 19 236143 32.21
226 543.458 19 236143 32.2
226 566.103 24 252997 32.34
226 567.193 24 252997 32.34
226 596.027 27 263398 32.55
226 597.783 27 263398 32.56
226 608.484 28 268639 32.63
226 617.402 28 272861 32.7
226 627.19 29 275083 32.76
