ID TIME BLK #BLOCKS
226 17.564 3 1
226 28.906 3 1
226 33.417 4 1
226 102.332 5 2
226 112.26 7 4
226 127.826 8 1
226 137.008 9 1
226 149.133 10 1
226 161.679 10 1
226 170.722 11 1
226 180.655 12 1
226 195.348 13 1
226 299.263 12 1
226 307.017 16 4
226 410.199 18 3
226 437.837 19 2
226 449.24 20 1
226 488.784 21 1
226 499.087 23 3
226 507.148 24 1
226 538.898 25 1
226 609.786 28 3
226 626.746 29 1
226 632.288 30 1
226 652.362 31 1
226 668.446 32 1
226 681.777 33 1
226 688.51 33 1
226 728.767 34 1
226 738.532 35 2
226 742.929 36 1
226 772.501 37 2
226 828.967 38 1
226 832.682 39 1
226 860.407 39 1
226 879.198 41 1
226 886.894 42 1
226 912.417 43 1
