ID TIME ESTIMATE W B S1 S2 S3
113 0.063 0.125 0 3 294 387 233
113 1.065 0.071 0 6 264 358 216
113 2.066 0.05 0 9 286 376 227
113 3.067 0.038 0 12 288 380 230
113 4.074 0.031 0 15 287 377 227
113 5.075 0.026 0 18 286 379 229
113 6.077 0.023 0 21 287 381 231
113 7.079 0.02 0 24 290 383 231
113 8.079 0.018 0 27 292 380 230
113 9.08 0.016 0 30 296 386 233
113 10.082 0.015 0 33 292 383 232
113 11.082 0.014 0 36 277 371 225
113 12.083 0.013 0 39 289 381 231
113 13.086 0.012 0 42 287 381 230
113 14.087 0.011 0 45 289 382 231
113 15.088 0.01 0 48 292 384 233
113 16.089 0.01 0 51 290 382 231
113 17.091 0.009 0 54 290 380 230
113 18.092 0.009 0 57 274 364 221
