ID  TIME    BLK #BLOCKS
213 15.741  5   1      
213 32.167  6   1      
213 48.347  7   1      
213 57.856  7   1      
213 69.789  8   2      
213 91.132  9   1      
213 100.699 10  1      
213 106.591 11  1      
213 120.771 12  1      
213 125.362 12  1      
213 131.848 12  1      
213 137.446 13  1      
213 139.584 13  1      
213 141.841 13  1      
213 151.756 14  1      
213 167.095 15  1      
213 177.846 15  1      
213 193.101 16  1      
213 209.475 17  1      
213 216.779 18  1      
213 226.245 19  1      
213 240.284 19  1      
213 246.857 20  1      
213 257.249 21  1      
213 273.799 22  1      
213 295.296 23  3      
213 345.692 26  5      
213 362.998 28  3      
213 375.673 29  1      
213 388.659 29  1      
213 407.721 31  3      
   
