ID TIME BLK #BLOCKS
213 17.243 3 1
213 21.548 3 2
213 31.806 4 1
213 48.337 5 3
213 66.333 6 1
213 80.85 7 2
213 99.613 8 1
213 108.939 9 1
213 147.26 11 2
213 153.753 12 1
213 167.301 12 1
213 170.938 13 1
213 183.397 14 1
213 193.057 14 1
213 206.641 15 1
213 216.306 16 1
213 229.14 17 1
213 257.589 18 1
213 265.71 19 2
213 275.856 20 2
213 289.498 21 1
213 294.128 21 1
213 299.018 21 1
213 304.858 22 1
213 320.099 23 1
213 334.512 24 1
213 342.849 24 1
213 348.512 25 1
213 366.902 26 1
213 372.116 26 1
