ID TIME BLK CHAINDATASIZE %CPU
217 64.686 6 207615 52.47
217 98.875 8 224674 53.12
217 179.507 13 245303 54.08
217 192.602 14 250265 54.16
217 238.665 17 259046 54.43
217 297.456 21 299529 55.51
