ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
224 0 3 0 0 [] []
224 53 3 0 0 [] []
224 105 3 0 0 [] []
224 159 4 0 0 [] []
224 212 4 0 1 [] ['222']
224 265 4 0 0 [] []
224 318 4 1 0 ['222'] []
224 371 4 0 1 [] ['222']
224 425 4 0 0 [] []
224 478 4 1 1 ['209'] ['209']
224 532 6 0 1 [] ['209']
224 585 6 0 0 [] []
224 635 6 0 0 [] []
224 688 7 0 0 [] []
224 742 7 1 1 ['222'] ['222']
224 795 7 1 1 ['222'] ['222']
224 848 8 1 0 ['222'] []
224 898 8 1 0 ['222'] []
224 951 8 0 0 [] []
224 1002 9 0 0 [] []
224 1055 9 0 0 [] []
224 1108 9 0 0 [] []
224 1161 9 2 1 ['222', '209'] ['222']
224 1212 9 0 2 [] ['209', '222']
224 1265 9 0 0 [] []
224 1318 9 1 0 ['222'] []
224 1372 10 0 0 [] []
224 1425 10 0 0 [] []
224 1476 10 0 0 [] []
224 1529 10 1 1 ['209'] ['209']
224 1582 10 0 0 [] []
224 1635 10 0 0 [] []
224 1688 10 1 1 ['209'] ['209']
224 1742 11 0 1 [] ['209']
224 1795 12 0 0 [] []
224 1849 12 1 0 ['209'] []
224 1902 12 1 1 ['209'] ['209']
224 1955 12 1 0 ['209'] []
224 2006 12 1 1 ['222'] ['222']
224 2059 13 0 2 [] ['209', '222']
224 2112 13 1 1 ['222'] ['222']
224 2166 13 1 0 ['222'] []
224 2223 13 0 1 [] ['209']
224 2276 14 0 1 [] ['209']
224 2330 15 1 0 ['222'] []
224 2383 15 0 1 [] ['222']
224 2434 15 0 1 [] ['222']
224 2486 15 1 0 ['209'] []
224 2540 15 0 0 [] []
224 2593 15 0 0 [] []
224 2646 15 0 0 [] []
224 2700 15 1 0 ['209'] []
224 2752 15 1 1 ['209'] ['209']
224 2803 15 1 0 ['222'] []
224 2856 17 0 1 [] ['222']
224 2909 17 0 0 [] []
224 2962 17 1 1 ['209'] ['209']
224 3015 17 0 0 [] []
224 3068 17 1 0 ['222'] []
224 3118 17 0 0 [] []
224 3169 17 0 1 [] ['209']
224 3222 17 1 0 ['222'] []
224 3276 17 0 1 [] ['222']
224 3330 19 1 0 ['222'] []
224 3383 19 0 0 [] []
224 3436 19 0 0 [] []
224 3489 19 0 0 [] []
224 3542 19 0 0 [] []
224 3595 19 1 1 ['222'] ['222']
224 3648 19 0 0 [] []
224 3701 19 0 0 [] []
224 3754 19 1 0 ['222'] []
224 3807 19 0 0 [] []
224 3860 19 1 0 ['209'] []
224 3913 19 0 1 [] ['209']
224 3967 21 0 0 [] []
224 4020 21 1 0 ['209'] []
224 4073 22 0 0 [] []
224 4124 22 1 1 ['222'] ['222']
224 4177 22 0 1 [] ['222']
224 4230 22 0 0 [] []
224 4283 22 1 1 ['209'] ['209']
224 4336 22 1 0 ['222'] []
224 4388 22 1 2 ['209'] ['209', '222']
224 4439 23 1 1 ['222'] ['209']
224 4492 23 0 0 [] []
224 4545 23 0 0 [] []
224 4598 24 0 0 [] []
224 4651 24 0 0 [] []
224 4702 24 1 0 ['222'] []
224 4754 24 1 0 ['222'] []
224 4808 25 1 1 ['222'] ['222']
224 4861 25 0 0 [] []
224 4914 25 1 0 ['222'] []
224 4967 25 0 0 [] []
