ID TIME BLK %CPU CHAINDATASIZE
211 69.282 4 180426 32.24
211 114.387 5 183061 32.34
211 158.751 6 184208 32.47
211 566.092 17 215265 34.12
211 568.025 17 215265 34.13
211 614.932 17 215265 34.13
211 703.043 23 232886 34.56
211 708.252 23 232886 34.6
211 751.761 25 242848 34.75
211 795.652 27 245233 34.94
211 840.672 27 245233 34.98
211 885.681 27 245233 34.93
211 929.788 29 251171 34.98
211 974.654 35 262604 35.07
211 1112.396 39 277845 35.43
211 1118.641 39 277845 35.48
211 1159.102 39 277845 35.56
211 1205.548 41 296385 35.66
211 1250.688 43 307821 35.78
211 1295.146 45 310697 35.93
211 1339.233 45 310697 35.97
211 1384.284 47 316716 36.01
