ID TIME BLK #BLOCKS
211 57.855 4 2
211 107.876 5 1
211 117.787 6 1
211 189.086 11 3
211 232.157 12 1
211 327.803 13 1
211 398.214 14 2
211 411.365 15 1
211 467.619 16 1
211 473.62 17 1
211 618.634 20 3
211 627.246 21 2
211 646.962 22 1
211 699.84 23 1
211 733.829 24 1
211 747.113 25 1
211 777.298 26 1
211 792.493 27 1
211 897.395 28 1
211 900.901 29 1
211 947.935 30 1
211 952.157 35 5
211 987.026 36 1
211 1008.862 37 1
211 1077.94 38 1
211 1111.533 39 1
211 1187.163 39 1
211 1190.923 40 3
211 1201.984 41 1
211 1228.106 41 1
211 1230.565 42 1
211 1236.963 43 1
211 1268.803 45 2
211 1377.733 45 1
211 1379.875 47 2
