ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
214 7.126 2 0 0 0   
214 9.567 2 3 3 1 209;210;226 226;210;209 209
214 12.269 2 3 1 1 209 226;210;209 209
214 14.861 2 4 2 2 209;217 226;210;217;209 209;217
214 17.341 3 4 2 2 209;217 226;210;217;209 209;217
214 20.026 3 4 1 1 217 226;210;217;209 217
214 22.582 3 4 1 1 217 226;210;217;209 217
214 25.263 3 2 0 0  217;209 
214 27.377 3 2 0 0  217;209 
214 29.521 3 2 1 1 222 217;209 222
214 31.966 3 1 1 1 209 217 209
214 34.451 4 0 1 1 209  209
214 36.869 4 1 1 1 209 209 209
214 38.995 4 1 0 0  209 
214 41.369 4 0 1 1 209  209
214 43.882 4 0 0 0   
214 46.407 4 0 0 0   
214 48.913 4 1 0 0  217 
214 51.187 4 1 2 0 226;211 217 
214 54.106 4 4 2 2 211;218 211;226;218;217 211;218
214 56.727 5 3 2 2 218;211 211;226;218 211;218
214 59.477 5 3 2 1 218;211 211;226;218 218
214 62.895 6 3 1 1 218 211;226;218 218
214 65.617 6 2 1 1 218 211;226 218
214 68.323 6 2 1 1 218 211;226 218
214 70.59 6 2 1 1 218 211;226 218
214 73.235 6 2 1 1 218 211;226 218
214 75.904 6 2 0 0  211;226 
214 78.684 7 1 0 0  226 
214 81.918 7 2 1 1 213 213;226 213
214 84.398 7 2 0 0  213;226 
214 87.389 7 2 0 0  213;226 
214 89.707 7 1 1 1 218 213 218
214 92.212 8 2 1 1 218 213;218 218
214 94.756 8 2 0 0  213;218 
214 97.274 8 2 0 0  213;218 
214 99.733 8 2 0 0  213;218 
214 102.26 8 2 0 0  213;218 
214 104.776 8 2 0 0  213;218 
214 107.284 9 1 0 0  213 
214 109.767 9 0 0 0   
214 112.27 9 0 0 0   
214 114.775 9 0 0 0   
214 117.283 9 0 0 0   
214 119.799 9 0 0 0   
214 121.968 9 0 1 1 213  213
214 124.351 9 1 1 0 213 213 
214 126.433 10 1 0 0  213 
214 129.245 10 1 1 1 213 213 213
214 131.698 10 0 0 0   
214 134.185 10 1 0 0  213 
214 136.678 10 0 0 0   
214 139.175 10 0 0 0   
214 141.696 10 0 1 1 222  222
214 143.758 10 1 1 1 222 222 222
214 146.399 10 2 2 2 222;209 222;209 209;222
214 149.227 11 2 0 0  222;209 
214 151.899 11 2 0 0  222;209 
214 154.383 11 2 0 0  222;209 
214 157.321 12 2 1 0 226 222;209 
214 159.947 12 3 2 1 226;213 226;222;209 226
214 162.466 12 3 1 1 213 213;226;222 213
214 164.69 12 1 0 0  226 
214 167.249 12 2 0 0  213;226 
214 169.868 13 1 0 0  226 
214 172.359 13 1 0 0  226 
214 174.826 13 0 0 0   
214 176.853 13 0 0 0   
214 178.882 13 0 0 0   
214 181.404 14 0 0 0   
214 183.893 14 0 0 0   
214 186.397 14 0 0 0   
214 188.901 14 0 0 0   
214 191.415 14 0 0 0   
214 193.444 14 0 0 0   
214 195.94 14 0 0 0   
214 197.965 14 1 1 1 224 224 224
214 200.505 14 1 1 1 224 224 224
214 203.037 14 2 2 2 224;217 224;217 217;224
214 205.565 14 2 1 1 217 224;217 217
214 207.803 14 1 0 0  217 
214 210.122 15 1 1 1 211 211 211
214 212.339 15 1 0 0  211 
214 214.866 16 1 1 1 211 211 211
214 217.143 16 1 1 1 211 211 211
214 219.981 16 2 2 2 211;222 211;222 211;222
214 222.375 16 2 2 2 211;222 211;222 211;222
214 224.873 16 2 1 1 222 211;222 222
214 227.555 16 2 1 1 222 211;222 222
214 230.033 17 1 1 1 222 222 222
214 232.619 17 1 1 1 222 222 222
214 235.107 17 1 1 1 222 222 222
214 237.577 17 1 1 1 222 222 222
214 240.078 17 1 1 1 222 222 222
214 242.609 17 1 1 1 222 222 222
214 245.102 17 1 0 0  222 
214 247.586 17 0 0 0   
214 250.09 17 0 0 0   
214 252.843 17 1 2 1 224;218 224 224
214 255.171 17 2 2 2 218;224 224;218 224;218
214 257.785 18 2 2 2 218;224 224;218 224;218
214 260.282 18 2 0 0  224;218 
214 262.591 19 1 0 0  218 
214 265.148 19 2 0 0  224;218 
214 267.526 19 2 0 0  224;218 
214 270.141 19 3 1 1 217 224;218;217 217
214 272.633 19 3 2 2 217;218 224;218;217 217;218
214 275.293 19 2 0 0  218;217 
214 277.409 19 2 0 0  218;217 
214 279.809 20 2 1 1 224 218;217 224
214 282.85 20 2 1 0 224 218;217 
214 285.463 20 2 1 1 224 218;217 224
214 289.154 20 4 1 1 213 213;224;218;217 213
214 292.265 20 4 2 1 213;211 211;213;224;218 211
214 295.272 20 4 1 1 211 211;213;224;218 211
214 297.643 20 2 1 1 211 211;213 211
214 300.003 21 2 0 0  211;213 
214 302.779 21 2 0 0  211;213 
214 305.348 21 2 0 0  211;213 
214 307.886 21 2 0 0  211;213 
214 310.373 21 2 0 0  211;213 
214 312.724 22 2 0 0  211;213 
214 315.179 22 0 0 0   
214 317.322 22 0 1 1 226  226
214 319.725 22 1 1 1 226 226 226
214 322.287 22 2 1 0 210 226;210 
214 325.032 23 3 1 0 213 213;226;210 
