ID TIME BLK #BLOCKS
217 17.423 3 1
217 44.512 4 2
217 47.852 5 1
217 84.32 6 3
217 100.844 7 1
217 104.69 8 2
217 120.367 9 1
217 134.415 10 1
217 151.211 11 1
217 166.237 12 1
217 181.572 13 3
217 207.319 14 2
217 232.413 16 2
217 243.139 17 1
217 256.68 18 1
217 259.955 18 2
217 284.291 19 1
217 297.803 20 1
217 312.251 21 1
217 321.899 22 2
217 331.894 23 1
217 334.644 23 1
217 342.507 23 1
217 353.504 24 2
217 361.725 25 1
217 364.895 25 1
217 376.594 26 1
217 390.372 27 1
217 407.327 28 1
217 423.916 29 2
217 441.799 30 1
217 467.267 31 2
217 485.702 33 3
