ID TIME BLK %CPU CHAINDATASIZE
226 29.068 4 193954 33.96
226 38.732 4 193954 33.99
226 48.743 4 193954 34.01
226 58.748 4 193954 34.04
226 68.753 4 193954 34.02
226 78.771 4 193954 33.99
226 89.044 6 199238 34.02
226 180.786 10 206028 34.34
226 181.863 10 206028 34.35
226 192.004 11 209430 34.44
226 201.351 11 209534 34.44
226 211.35 11 209534 34.42
226 221.378 11 209534 34.39
226 259.137 14 216772 34.53
226 259.868 14 216772 34.54
226 269.511 14 216772 34.6
226 279.523 14 216772 34.57
226 289.562 14 216772 34.55
226 299.531 14 216772 34.53
226 309.516 14 216772 34.5
226 319.5 14 216772 34.48
226 329.512 14 216772 34.45
226 339.534 14 216772 34.43
226 349.521 14 216772 34.41
226 359.538 14 216772 34.43
226 369.559 14 216772 34.42
226 379.709 18 223622 34.47
226 390.075 19 225512 34.55
226 399.553 19 225616 34.59
226 409.568 19 225616 34.56
226 419.574 19 225616 34.54
226 429.578 19 225616 34.51
226 439.599 19 225616 34.49
226 449.637 19 225616 34.46
226 459.618 19 225616 34.44
226 521.002 25 243792 34.65
226 527.072 26 245175 34.68
226 531.623 26 245175 34.68
226 541.704 26 245175 34.67
226 551.769 26 245175 34.71
226 683.542 32 268917 35.25
226 695.134 34 278277 35.34
226 711.005 35 284267 35.47
