ID TIME BLK %CPU CHAINDATASIZE
217 29.32 4 187519 31.15
217 39.325 4 187519 31.23
217 49.29 4 187519 31.25
217 59.293 4 187519 31.23
217 69.31 4 187519 31.21
217 79.309 4 187519 31.23
217 89.34 4 187519 31.21
217 99.337 4 187519 31.19
217 109.439 4 187519 31.26
217 120.239 8 194886 31.31
217 129.449 8 194990 31.39
217 139.766 9 195094 31.42
217 250.639 13 218120 31.85
217 371.034 17 226134 32.3
217 371.943 17 226134 32.31
217 381.398 17 226238 32.34
217 391.921 19 233697 32.39
217 415.664 21 238684 32.61
217 417.725 21 238684 32.62
217 551.122 26 270935 33.33
217 642.722 32 297175 33.61
217 703.526 34 307225 33.83
217 704.489 34 307225 33.84
217 713.979 34 307225 33.86
217 723.996 34 307225 33.84
217 734.299 36 315494 33.9
217 744.108 36 315910 33.92
217 754.121 36 315910 33.95
217 764.298 38 323493 34.02
