ID TIME ESTIMATE W B S1 S2 S3
210 0.067 0.125 0 3 210 290 320
210 1.069 0.071 0 6 201 280 309
210 2.07 0.05 0 9 208 284 312
210 3.071 0.038 0 12 202 280 310
210 4.078 0.031 0 15 198 278 308
210 5.08 0.026 0 18 205 283 311
210 6.081 0.023 0 21 195 275 305
210 7.083 0.02 0 24 188 269 302
210 8.083 0.018 0 27 209 287 315
210 9.083 0.016 0 30 185 266 300
210 10.084 0.015 0 33 191 270 304
210 11.085 0.014 0 36 170 253 293
210 12.087 0.013 0 39 197 279 311
210 13.088 0.012 0 42 197 278 310
210 14.089 0.011 0 45 178 262 297
210 15.09 0.01 0 48 194 275 307
210 16.091 0.01 0 51 195 272 304
210 17.093 0.009 0 54 177 257 291
210 18.094 0.009 0 57 183 270 301
