ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
112 0.135 1 0 0  215 
112 2.305 1 1 1 215 215 215
112 4.506 1 0 0  215 
112 6.723 1 0 0  215 
112 8.926 1 0 0  215 
112 11.123 1 0 0  215 
112 13.343 1 0 0  215 
112 15.537 1 0 0  215 
112 19.837 1 1 1 113 215 113
