ID TIME BLK %CPU CHAINDATASIZE
222 56.819 11 171827 24.92
222 180.144 17 184369 25.69
222 185.464 18 185563 25.76
222 227.317 18 185771 26.06
222 272.341 18 185771 26.17
222 317.483 18 185771 26.23
222 460.519 28 208673 26.96
222 497.921 30 215175 27.37
222 510.409 30 215279 27.5
222 552.774 34 221914 27.79
222 631.896 39 253077 28.52
222 645.086 40 254988 28.61
222 738.724 46 285898 29.53
222 781.631 48 291786 29.77
222 801.352 50 300418 29.96
222 908.25 54 311663 30.6
222 917.949 55 314290 30.69
222 1270.283 70 366815 32.64
222 1309.381 73 385390 32.96
