ID TIME BLK CHAINDATASIZE %CPU
218 62.283 7 212710 33.2
218 108.172 10 243529 33.73
218 153.174 13 263010 34.25
218 195.759 16 276850 34.7
218 241.034 19 290951 35.14
218 285.914 22 321645 35.66
