ID TIME BLK #BLOCKS
218 16.022 4 1
218 31.217 5 1
218 46.787 6 2
218 60.378 7 1
218 76.407 8 1
218 91.869 9 1
218 106.718 10 1
218 111.402 10 1
218 120.64 11 1
218 136.227 12 1
218 151.846 13 2
218 165.555 14 1
218 181.397 15 1
218 195.914 16 1
218 211.436 17 1
218 227.041 18 1
218 241.161 19 1
218 256.835 20 1
218 261.169 20 1
218 271.047 21 1
218 274.488 21 1
