ID TIME BLK %CPU CHAINDATASIZE
224 23.513 4 190662 34.83
224 47.804 6 197964 34.98
224 48.869 6 197964 34.98
224 58.354 6 197964 35.03
224 68.368 6 197964 35.01
224 78.485 6 197964 35.0
224 88.831 7 199007 35.02
224 98.504 7 199111 35.08
224 108.393 7 199111 35.07
224 118.4 7 199111 35.08
224 128.411 7 199111 35.07
224 138.706 9 204752 35.07
224 148.441 9 204752 35.09
224 158.42 9 204752 35.1
224 168.425 9 204752 35.11
224 178.537 10 208122 35.11
224 188.471 10 208122 35.13
224 198.473 10 208122 35.12
224 208.6 10 208122 35.16
224 218.959 12 212645 35.2
224 228.922 13 214588 35.26
224 238.574 13 214900 35.3
224 248.634 13 214900 35.29
224 381.626 16 226876 35.59
224 396.228 20 242514 35.67
224 397.121 20 242514 35.68
224 407.201 20 242618 35.74
224 416.898 21 246060 35.79
224 426.924 21 246060 35.79
224 436.727 22 247110 35.81
224 447.112 23 249344 35.84
224 456.863 23 251887 35.88
224 466.91 24 254200 35.92
224 476.877 25 256665 35.97
224 486.896 25 256769 35.96
224 558.784 29 268784 36.08
224 621.637 33 282019 36.29
224 622.85 33 282019 36.29
224 632.494 33 282019 36.35
224 642.26 34 284333 36.36
224 652.259 34 284333 36.36
224 662.256 34 284333 36.34
224 672.45 36 295264 36.37
224 682.259 36 295368 36.4
224 699.291 38 307846 36.45
224 718.049 39 316790 36.55
224 734.146 40 328930 36.63
224 737.41 40 328930 36.65
224 761.881 42 347042 36.79
224 779.174 43 356411 36.89
224 779.921 43 356411 36.89
224 790.342 44 360622 36.95
224 799.712 44 360830 37.0
224 820.175 46 371053 37.04
224 849.057 47 373490 37.13
224 865.37 49 378878 37.22
224 866.033 49 378982 37.23
