ID TIME BLK %CPU CHAINDATASIZE
210 56.545 10 168873 26.54
210 204.655 19 187021 27.27
210 207.35 19 187021 27.3
210 251.714 19 187229 27.42
210 567.263 34 237553 29.38
210 584.331 35 240137 29.54
210 617.819 36 254513 29.84
210 677.498 42 279065 30.16
210 712.065 44 292871 30.45
210 759.125 47 306355 30.92
210 815.514 51 316894 31.37
210 919.02 54 329082 31.93
210 949.975 57 338431 32.19
210 1001.997 58 341293 32.42
210 1062.785 63 354298 32.66
210 1178.424 69 365255 33.22
210 1189.218 70 366785 33.32
210 1320.963 73 380101 33.75
210 1322.789 73 380101 33.77
