ID TIME BLK #BLOCKS
224 17.643 3 1
224 37.438 4 3
224 69.837 6 4
224 78.44 7 1
224 91.977 8 1
224 111.235 9 2
224 148.521 11 3
224 201.563 15 8
224 282.649 20 6
224 304.133 22 3
224 328.93 23 2
224 342.617 24 2
224 358.673 25 2
224 367.465 26 1
224 376.265 27 1
224 390.746 28 1
224 405.821 29 1
224 421.563 30 1
224 436.962 31 2
224 451.513 32 1
224 454.633 32 1
224 465.912 33 1
224 480.487 34 2
224 496.333 35 1
224 523.268 36 1
224 529.88 37 3
224 542.092 38 1
224 543.568 38 1
224 548.194 38 2
224 569.368 39 2
224 587.568 41 2
224 607.581 42 1
