ID TIME BLK VOTE
213 64.49 6 6727941
213 98.204 8 None
213 160.267 12 4064935
213 210.506 15 3511673
213 240.249 17 None
213 295.73 21 3217105
213 339.656 24 2848244
213 377.547 25 None
213 421.318 28 None
213 465.095 31 None
213 508.77 34 None
