ID TIME BLK BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
217 33.037 4 3 0.01 20 0 8 5000000 0 0 False False
217 35.303 4 3 0.01 40 0 8 5000000 0 0 False False
217 36.946 4 4 0.01 40 0 8 5000000 0 0 False False
217 60.087 5 5 40.01 0 0 8 5000000 0 0 False False
217 62.604 6 6 40.01 20 0 8 5000000 3 0 False False
217 64.724 6 6 40.01 20 0 8 5000000 2 0 False False
217 78.483 7 7 60.01 0 0 8 5000000 4 0 False False
217 92.53 8 8 60.01 0 0 8 5000000 4 0 False False
217 115.747 9 9 20.01 0 0 8 5000000 6 0 False False
217 125.763 10 9 60.01 0 0 8 5000000 4 0 False False
217 131.3 10 10 20.01 20 0 8 5000000 6 0 False False
217 144.344 10 10 20.01 20 0 8 5000000 6 0 False False
217 145.727 10 10 20.01 20 0 8 5000000 6 0 False False
217 171.753 12 12 40.01 0 0 8 5000000 9 0 True False
217 175.263 13 13 40.01 0 40 8 3152575 10 8 False False
217 177.682 13 13 40.01 0 40 8 3152575 10 8 False False
217 188.178 14 14 80.01 0 0 8 3152575 10 8 False False
217 194.884 14 14 40.01 0 40 8 3152575 12 8 False False
217 210.064 15 15 40.01 0 0 8 3152575 16 8 True False
217 214.557 15 15 40.01 0 0 8 3152575 17 8 True False
217 219.107 16 15 40.01 0 40 8 3034777 17 16 False False
217 222.699 16 16 40.01 0 40 8 3034777 17 16 False False
217 241.538 17 17 40.01 0 40 8 3034777 18 16 False False
217 284.874 20 18 40.01 20 0 8 3034777 20 16 False False
217 297.838 21 19 40.01 20 0 8 3034777 26 16 True False
217 303.039 21 20 20.01 0 0 8 3034777 26 16 True False
217 306.906 21 20 20.01 0 0 8 3034777 26 16 True False
217 313.587 22 21 20.01 0 80 8 3033369 27 24 False True
217 318.257 22 22 20.01 0 80 8 3033369 27 24 False True
217 334.035 23 23 100.01 0 0 8 3033369 28 24 False True
