ID TIME BLK #BLOCKS
224 16.379 3 1
224 20.842 3 1
224 30.725 4 1
224 54.986 5 1
224 60.453 6 1
224 77.633 7 1
224 93.558 8 1
224 123.522 9 1
224 136.716 10 3
224 160.486 12 3
224 172.86 13 1
224 184.481 14 2
224 206.958 15 2
224 212.85 16 1
224 228.998 17 1
224 243.669 18 1
224 259.603 19 1
224 273.823 20 1
224 283.604 20 1
224 295.902 21 1
224 304.732 22 1
224 318.521 23 1
224 330.403 23 1
224 338.232 24 2
224 349.122 25 1
224 362.858 26 1
224 394.208 28 1
224 404.237 28 1
224 409.049 29 1
224 424.339 30 2
224 442.334 31 4
224 459.803 32 1
