ID TIME BLK %CPU CHAINDATASIZE
222 227.848 3 193601 30.83
222 237.853 3 193601 30.81
222 248.289 5 195848 30.87
222 257.885 5 195848 30.88
222 267.929 6 196891 30.89
222 277.991 6 196891 30.9
222 287.92 6 196891 30.89
222 298.144 6 196891 30.93
222 308.84 9 202557 31.0
222 318.839 9 202661 31.08
222 328.172 9 202765 31.15
222 338.028 9 202765 31.14
222 348.024 9 202765 31.13
222 358.035 9 202765 31.11
222 368.046 9 202765 31.1
222 378.05 9 202765 31.08
222 388.058 9 202765 31.07
222 398.36 9 202765 31.09
222 416.126 16 219650 31.22
222 429.923 17 221476 31.31
222 430.313 17 221476 31.31
222 440.178 17 221476 31.3
222 450.173 17 221476 31.29
222 460.19 19 227451 31.3
222 470.212 19 227451 31.3
222 480.195 20 230384 31.33
222 490.695 21 234453 31.34
222 500.643 21 234453 31.42
222 510.249 22 236619 31.45
222 520.418 22 236619 31.45
222 530.567 22 236619 31.51
222 540.293 22 236619 31.56
222 550.298 22 236619 31.54
222 560.31 22 236619 31.53
222 570.319 22 236619 31.51
222 580.34 22 236619 31.5
222 590.371 22 236619 31.52
222 600.41 27 246821 31.57
222 624.108 29 259684 31.66
