ID TIME BLK #BLOCKS
226 16.439 3 1
226 32.921 4 1
226 51.154 5 1
226 68.789 6 1
226 80.584 7 1
226 94.365 8 1
226 110.794 9 1
226 125.621 10 1
226 140.872 11 1
226 155.164 12 1
226 173.618 13 1
226 184.702 14 1
226 201.072 15 1
226 215.017 16 1
226 225.413 16 2
226 254.499 18 3
226 330.35 23 6
226 388.171 27 7
226 405.457 28 1
226 412.144 29 1
226 425.327 30 1
226 441.322 31 1
226 443.332 31 1
226 472.353 33 1
226 478.518 33 1
226 486.984 34 2
226 511.701 35 1
226 531.988 36 1
226 545.968 37 1
226 558.839 38 1
226 568.929 39 1
