ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
211 0.084 0 0 0   
211 2.245 1 1 1 110 110 110
211 4.463 1 0 0  110 
211 6.676 1 0 0  110 
211 8.878 1 0 0  110 
211 16.096 1 1 1 108 110 108
211 18.561 1 1 1 110 110 110
