ID TIME BLK #BLOCKS
217 17.447 5 1
217 48.855 7 3
217 63.288 8 1
217 78.514 9 2
217 91.425 10 1
217 105.675 11 1
217 118.177 11 1
217 121.689 12 1
217 128.926 12 1
217 136.686 13 1
217 140.098 13 2
217 151.154 14 1
217 162.36 14 4
217 174.734 15 1
217 181.771 16 1
217 186.244 16 1
217 196.317 17 1
217 228.412 19 2
217 249.167 20 2
217 278.595 22 2
217 301.403 24 4
217 320.101 25 1
217 333.627 26 3
217 340.363 26 2
217 346.086 27 1
217 362.175 28 1
217 377.398 29 1
217 390.263 29 1
217 403.481 30 1
