ID TIME BLK CHAINDATASIZE %CPU
214 63.459 7 207871 71.35
214 254.1 19 253767 73.12
214 293.934 21 270803 73.57
214 307.525 22 273517 73.72
214 348.739 24 294752 74.17
214 393.3 25 300967 74.03
214 477.679 33 331801 74.88
214 497.061 34 337419 75.07
214 528.15 36 349017 75.18
214 587.863 40 368759 75.7
214 634.986 43 391356 76.04
214 679.594 46 410039 76.43
214 727.239 49 434451 76.82
214 768.447 52 443845 77.14
214 815.232 55 465177 77.5
214 859.434 58 476619 77.84
214 901.382 61 495929 78.14
214 947.951 64 512143 78.43
214 995.534 67 523451 78.72
214 1040.676 70 550555 79.02
214 1083.429 73 562816 79.31
214 1130.226 76 588097 79.6
214 1174.331 79 606438 79.87
214 1217.902 82 620740 80.13
214 1264.174 85 639608 80.4
214 1298.802 87 647714 80.6
