ID TIME BLK #BLOCKS
211 17.313 3 1
211 30.369 4 1
211 64.166 5 1
211 83.497 7 3
211 126.989 10 4
211 156.646 12 2
211 174.52 13 1
211 179.246 13 1
211 185.466 14 1
211 202.867 15 3
211 225.23 16 3
211 251.781 18 7
211 264.16 19 2
211 276.583 20 1
211 285.302 20 1
211 293.716 21 1
211 306.397 22 1
211 319.691 23 1
211 334.22 24 1
211 350.997 25 1
211 364.519 26 1
211 383.302 27 1
211 393.094 27 1
211 397.104 28 1
211 403.291 28 1
211 414.822 29 1
211 436.14 30 1
211 449.874 31 2
211 469.779 33 2
211 487.569 34 1
211 501.922 35 1
211 505.438 35 1
211 543.794 37 2
211 554.58 38 1
211 563.885 39 1
211 576.015 39 1
