ID TIME BLK #BLOCKS
210 15.947 3 1
210 33.147 4 1
210 35.326 4 1
210 37.908 4 1
210 46.792 5 1
210 49.086 5 1
210 62.637 6 2
210 103.342 8 2
210 121.009 9 2
210 125.024 10 1
210 128.85 10 1
210 137.662 11 1
210 151.437 12 1
210 162.999 12 1
210 173.114 13 1
210 184.935 14 2
210 204.306 15 1
210 210.721 16 1
210 228.363 17 1
210 242.897 18 1
210 261.201 19 1
210 277.127 20 2
210 292.837 21 1
210 297.655 20 1
210 302.855 22 2
210 317.404 23 1
210 331.155 23 1
210 345.032 24 2
210 357.151 25 1
210 363.438 26 1
210 379.342 27 1
210 397.863 28 2
