ID TIME BLK VOTE
211 62.213 7 3705035
211 98.907 9 None
211 142.868 10 None
211 212.956 16 4115969
211 249.904 19 4386106
211 282.848 21 4386106
211 356.494 26 4386106
211 370.006 26 None
