ID TIME BLK CHAINDATASIZE %CPU
218 67.788 6 218824 58.58
218 106.398 8 228028 60.24
218 146.87 9 231637 61.87
218 207.267 15 274246 64.0
218 251.831 18 297389 65.46
218 294.89 21 310832 66.67
218 330.819 23 316458 67.69
218 368.817 24 318895 67.45
218 430.624 29 340774 67.89
218 459.241 31 344513 68.52
