ID TIME BLK #BLOCKS
209 16.681 6 1
209 42.066 7 1
209 47.045 7 1
209 56.677 8 1
209 63.732 9 1
209 78.639 10 1
209 94.256 11 1
209 116.747 12 2
209 166.476 15 6
209 263.903 22 8
209 290.006 23 1
209 295.125 24 1
209 304.725 24 1
209 314.728 25 1
209 325.329 26 2
209 348.727 27 1
209 357.038 28 1
209 366.021 29 1
209 384.113 30 1
209 403.229 31 3
209 461.874 35 5
209 472.176 36 1
209 482.051 36 1
209 487.992 37 1
209 503.35 38 1
209 517.606 39 1
209 533.676 40 1
209 548.548 41 1
209 563.803 42 1
209 580.134 43 2
209 618.252 45 2
209 635.325 46 1
209 643.574 47 2
209 659.535 48 3
209 700.599 51 3
209 716.446 52 1
209 721.9 52 2
209 733.326 53 1
209 736.231 53 1
209 744.456 54 1
209 758.1 55 1
