ID TIME BLK #BLOCKS
218 17.791 3 1
218 33.238 4 1
218 48.761 4 1
218 51.31 5 1
218 63.234 5 1
218 66.764 6 2
218 76.885 7 1
218 129.476 10 4
218 143.238 11 1
218 149.566 11 1
218 158.477 12 1
218 166.87 13 1
218 178.778 13 1
218 185.357 14 2
218 197.391 15 1
218 211.026 16 1
218 239.232 17 2
218 247.759 18 2
218 258.958 19 2
218 271.699 20 1
218 290.777 21 1
218 300.33 21 1
218 304.498 22 1
218 312.642 22 1
218 319.989 23 1
218 331.081 23 1
218 334.14 24 1
218 340.07 24 1
218 355.132 25 1
218 369.746 26 1
218 379.784 26 1
218 385.372 27 1
218 400.781 28 2
218 415.101 29 2
218 428.294 30 1
