ID TIME BLK %CPU CHAINDATASIZE
209 29.533 4 190540 32.29
209 39.77 4 190540 32.33
209 49.535 4 190540 32.35
209 59.538 4 190540 32.33
209 69.547 4 190540 32.35
209 79.738 4 190540 32.37
209 89.584 4 190540 32.4
209 99.579 4 190540 32.38
209 109.602 4 190540 32.36
209 119.59 4 190540 32.39
209 129.8 8 197853 32.43
209 139.616 9 199955 32.49
209 149.627 9 199955 32.47
209 159.644 9 199955 32.51
209 169.829 9 199955 32.55
209 233.157 12 210647 32.8
209 358.687 13 215067 33.23
209 480.565 24 254853 33.83
209 544.757 27 263588 33.95
209 558.401 28 265351 34.07
209 559.292 28 265351 34.08
209 569.015 28 265455 34.14
209 578.945 28 269797 34.17
209 699.319 34 287742 34.52
209 704.626 35 289423 34.56
209 709.766 35 291323 34.59
209 719.782 35 291323 34.62
209 760.061 38 303182 34.92
