ID TIME BLK %CPU CHAINDATASIZE
226 38.768 4 180713 13.94
226 49.104 4 180713 14.08
226 58.789 4 180713 14.39
226 68.825 4 180713 14.4
226 78.858 4 180713 14.42
226 88.83 4 180713 14.55
226 98.831 4 180713 14.68
226 108.833 4 180713 14.81
226 118.867 4 180713 14.82
226 129.05 5 180713 14.88
226 139.538 6 186058 15.22
226 149.148 7 188990 15.52
226 158.973 7 188990 15.59
226 168.956 7 188990 15.6
226 189.833 10 197431 16.09
226 190.835 10 197431 16.12
226 200.417 10 199005 16.36
226 210.482 11 201312 16.45
226 221.312 12 202459 16.78
226 230.587 12 202563 17.06
226 362.2 13 206165 18.29
226 482.97 24 242881 20.1
226 549.881 27 250907 21.01
226 561.571 28 252481 21.3
226 562.015 28 252481 21.31
226 571.868 28 252481 21.54
226 582.041 28 252481 21.59
226 591.964 29 255029 21.8
226 601.941 29 255029 21.78
226 611.909 29 255029 21.87
226 622.264 29 255029 21.93
226 632.331 31 262151 22.18
226 642.038 31 262359 22.36
226 773.67 32 264186 23.58
226 821.644 39 294434 24.09
226 868.885 42 302669 24.74
226 869.629 42 302669 24.75
226 879.325 42 302981 24.92
226 889.339 42 302981 24.9
226 899.35 42 302981 24.89
226 909.357 42 302981 24.87
226 919.358 42 302981 24.86
226 929.361 42 302981 24.84
226 939.362 42 302981 24.84
226 949.37 42 302981 25.02
226 959.39 42 302981 25.01
226 1071.472 50 335572 26.39
226 1131.484 52 346705 27.06
226 1175.305 55 361276 27.38
226 1175.82 55 361276 27.39
226 1192.024 56 371792 27.7
226 1196.074 56 374781 27.78
226 1329.431 60 392599 28.89
226 1354.752 62 396606 29.18
226 1388.404 64 401118 29.46
226 1458.109 67 410511 29.88
226 1462.362 68 412529 29.95
226 1480.393 69 417257 30.27
226 1481.834 69 417257 30.3
226 1491.486 69 417465 30.46
226 1501.094 70 419590 30.63
226 1511.009 70 419590 30.68
226 1521.12 70 419590 30.69
226 1531.045 70 419590 30.72
226 1581.89 74 438974 31.07
226 1614.069 76 447342 31.35
226 1669.866 79 459819 31.93
226 1699.947 81 469104 32.36
226 1715.688 82 473758 32.6
226 1717.209 82 473758 32.62
226 1726.261 82 477862 32.77
226 1736.171 82 477862 32.77
226 1769.943 83 487738 33.03
