ID TIME BLK %CPU CHAINDATASIZE
211 227.631 4 197606 31.92
211 237.617 4 197606 31.91
211 247.759 5 198649 31.95
211 258.03 5 198649 31.99
211 267.914 6 199692 32.07
211 277.713 6 199692 32.1
211 287.793 6 199692 32.09
211 297.781 6 199692 32.15
211 307.787 6 199692 32.13
211 317.756 6 199692 32.11
211 327.92 6 199692 32.12
211 337.837 6 199692 32.11
211 348.003 11 209021 32.16
211 433.047 17 222873 32.45
211 491.689 21 231330 32.6
211 493.382 21 231330 32.62
211 503.376 22 231434 32.69
211 512.752 22 233704 32.75
211 522.489 22 233808 32.78
211 532.449 22 233808 32.79
211 542.514 22 233808 32.79
211 552.746 24 240304 32.84
211 562.511 24 240408 32.9
211 572.489 24 240408 32.89
211 593.125 27 246774 32.95
211 611.641 28 252380 32.99
