ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
206 12.298 2.467557191848755 9.831 4 0x2fa2bddcb45ab2af4bc27c38e0242ed9eb960f32cfa39f8cf869f8dcb8531b3b 0x534b66b871ef975ef88f54a40130cf065527762db02ffe3ad8c68500782a59bd 1 6 1371 7 0
