ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
206 0.08 0 0 0   
206 2.29 0 0 0   
206 4.501 0 0 0   
206 6.683 1 1 1 111 111 111
206 8.886 1 1 1 111 111 111
206 11.095 1 1 1 111 111 111
206 13.149 1 1 1 111 111 111
206 15.317 0 1 1 111  111
206 17.529 0 0 0   
