ID TIME BLK %CPU CHAINDATASIZE
210 18.739 4 178394 31.04
210 28.759 4 178394 31.06
210 38.768 4 178394 31.05
210 48.792 4 178394 31.04
210 58.787 5 181195 31.08
210 69.42 6 185783 31.14
210 97.228 9 190933 31.3
210 97.588 9 190933 31.3
210 107.441 9 190933 31.29
210 117.442 9 190933 31.27
210 127.461 9 190933 31.26
210 137.488 9 190933 31.24
210 147.499 9 190933 31.23
210 157.504 9 190933 31.25
210 167.915 11 197371 31.27
210 177.614 11 200042 31.32
210 310.504 17 215478 31.8
210 339.156 19 220001 31.99
210 353.838 20 222842 32.09
210 355.117 20 222842 32.09
210 365.929 21 227103 32.16
210 375.204 21 229763 32.23
210 467.239 26 249095 32.44
210 527.344 29 255021 32.69
210 528.12 29 255021 32.69
