ID TIME BLK DETAIL
218 1591888643.153 34 SETUP: Synced Time
218 1591888643.369 34 SETUP: Peered to PC
218 1591888680.077 40 SETUP: Smart Contract Received at Block 40
218 13.913 40 STARTED EXPERIMENT
218 16.299 40 Added 211
218 21.939 40 Killed 211 @ age 2.33
218 35.562 40 Added 213
218 37.996 40 Added 217
218 38.199 40 Killed 213 @ age 2.09
218 41.188 42 Killed 217 @ age 2.49
218 54.943 43 Added 211
218 57.948 43 Added 210
218 58.077 43 Killed 211 @ age 2.06
218 59.325 43 Added 213
218 62.344 43 Killed 210 @ age 2.81
218 63.433 44 Voted: 0.5198675496688742; Status: 1
218 64.898 44 Killed 213 @ age 2.07
218 84.132 44 Added 217
218 87.457 44 Killed 217 @ age 2.47
218 98.129 46 Added 224
218 102.086 46 Killed 224 @ age 2.54
218 106.159 46 Added 213
218 108.631 47 Voted: 0.3968531468531469; Status: 1
218 110.576 47 Added 224
218 110.759 47 Killed 213 @ age 2.36
218 117.032 47 Killed 224 @ age 2.25
218 188.735 48 Added 226
218 198.052 49 Killed 226 @ age 2.28
218 198.781 49 Added 211
218 201.447 49 Killed 211 @ age 2.11
218 208.226 49 Added 209
218 210.628 51 Added 211
218 213.623 51 Killed 211 @ age 2.68
218 217.248 51 Killed 209 @ age 2.01
218 222.17 51 Added 209
218 225.346 51 Killed 209 @ age 2.08
218 225.884 51 Added 209
218 243.534 51 Added 224
218 249.184 51 Killed 224 @ age 2.23
218 253.627 52 Killed 209 @ age 2.30
218 263.211 52 Added 226
218 266.784 53 Voted: 0.29774535809018565; Status: 1
218 267.553 53 Killed 226 @ age 2.25
218 275.69 53 Added 217
218 277.985 53 Killed 217 @ age 2.16
218 307.634 53 Added 222
218 311.742 53 Added 224
218 312.288 53 Killed 222 @ age 2.43
218 316.062 53 Killed 224 @ age 2.23
218 318.99 53 Added 211
218 322.649 53 Killed 211 @ age 2.56
218 337.843 53 Added 210
218 342.558 53 Killed 210 @ age 2.54
218 343.251 54 Voted: 0.32533197139938713; Status: 1
218 344.666 54 Added 222
218 349.632 54 Killed 222 @ age 2.44
218 356.001 57 Added 217
218 359.328 57 Killed 217 @ age 2.44
218 409.699 57 Added 213
218 412.08 57 Killed 213 @ age 2.08
218 447.348 57 Added 210
218 450.371 57 Killed 210 @ age 2.12
218 453.49 59 Added 210
218 454.307 61 Voted: 0.3180769230769231; Status: 1
218 457.946 62 Killed 210 @ age 2.32
218 474.107 62 Added 209
218 477.742 62 Killed 209 @ age 2.36
218 478.093 62 Added 224
218 478.854 62 Added 217
218 481.89 62 Killed 217 @ age 2.07
218 483.301 62 Added 209
218 487.443 63 Voted: 0.33775071633237824; Status: 1
218 487.701 63 Killed 209 @ age 2.11
218 488.732 63 Killed 224 @ age 2.74
218 490.165 63 Added 211
218 495.489 63 Killed 211 @ age 2.02
218 510.664 64 Added 211
218 513.308 64 Added 213
218 514.284 64 Killed 211 @ age 2.07
218 516.993 64 Killed 213 @ age 2.55
218 551.656 66 Added 214
218 560.942 66 Killed 214 @ age 2.12
218 561.94 67 Voted: 0.3278739184177997; Status: 1
218 581.64 69 Voted: 0.316150178784267; Status: 1
218 583.793 69 Added 213
218 586.043 69 Killed 213 @ age 2.17
218 592.369 69 Added 210
218 596.33 70 Killed 210 @ age 2.14
218 598.383 70 Added 210
218 601.997 70 Killed 210 @ age 2.04
218 603.34 70 Added 214
218 612.38 70 Added 209
218 616.12 70 Added 213
218 620.437 70 Killed 213 @ age 2.56
218 621.626 70 Killed 214 @ age 2.41
218 635.568 70 Added 211
218 639.317 70 Added 217
218 639.544 70 Killed 211 @ age 2.43
218 640.915 70 Added 210
218 642.305 70 Killed 209 @ age 2.19
218 643.418 72 Voted: 0.3129709364908504; Status: 1
218 645.157 72 Added 209
218 646.374 72 Killed 217 @ age 3.11
218 647.291 72 Killed 210 @ age 2.64
218 658.26 73 Killed 209 @ age 2.29
218 660.057 73 Added 209
218 666.28 73 Killed 209 @ age 2.31
218 665.927 73 Voted: 0.31462140992167104; Status: 1
218 671.753 73 Added 226
218 675.13 73 Killed 226 @ age 2.35
218 679.241 73 Added 209
218 681.865 74 Killed 209 @ age 2.28
218 685.172 74 Added 209
218 696.588 75 Added 217
218 697.262 75 Killed 209 @ age 2.41
218 700.358 75 Killed 217 @ age 2.20
218 703.975 75 Added 226
218 708.843 75 Added 209
218 709.924 75 Killed 226 @ age 2.51
218 711.041 76 Voted: 0.300146771037182; Status: 1
218 719.936 76 Added 214
218 726.399 76 Added 211
218 727.059 76 Killed 209 @ age 2.06
218 728.414 76 Killed 214 @ age 2.29
218 730.193 77 Added 209
218 731.211 77 Killed 211 @ age 2.08
218 734.431 77 Added 211
218 736.978 77 Killed 209 @ age 2.20
218 738.023 77 Added 209
218 740.232 77 Killed 211 @ age 2.54
218 743.274 77 Added 224
218 753.551 77 Killed 224 @ age 2.19
218 760.16 79 Killed 209 @ age 2.61
218 761.078 79 Added 209
218 764.939 79 Added 214
218 769.228 79 Killed 214 @ age 2.30
218 780.962 79 Added 217
218 781.291 79 Killed 209 @ age 2.14
218 781.633 79 Added 209
218 783.612 79 Killed 217 @ age 2.29
218 787.714 79 Killed 209 @ age 2.26
218 788.775 79 Added 209
218 791.36 81 Voted: 0.3145302897278314; Status: 1
218 793.543 81 Added 224
218 796.153 81 Added 217
218 798.023 81 Killed 224 @ age 2.12
218 802.999 81 Killed 217 @ age 2.75
218 806.734 82 Voted: 0.31360309944037884; Status: 1
218 809.617 82 Killed 209 @ age 2.24
218 810.646 82 Added 209
218 813.467 82 Added 213
218 816.956 82 Added 214
218 817.242 82 Killed 213 @ age 2.52
218 819.574 82 Killed 214 @ age 2.27
218 838.732 82 Added 222
218 842.371 82 Killed 222 @ age 2.30
218 844.035 82 Added 211
218 847.014 82 Killed 211 @ age 2.11
218 847.442 82 Killed 209 @ age 2.48
218 854.366 83 Added 226
218 855.05 83 Added 209
218 858.103 84 Voted: 0.32126971289931255; Status: 1
218 860.283 84 Killed 226 @ age 3.00
218 866.36 84 Added 224
218 866.679 84 Killed 209 @ age 2.36
218 867.292 84 Added 209
218 870.926 85 Killed 209 @ age 2.69
218 871.743 85 Added 209
218 873.163 85 Killed 224 @ age 2.17
218 874.428 85 Added 214
218 876.679 85 Killed 209 @ age 2.82
218 877.443 85 Added 209
218 879.625 85 Killed 214 @ age 2.56
218 889.505 86 Added 222
218 894.307 86 Added 213
218 895.385 86 Killed 222 @ age 2.04
218 897.394 86 Killed 213 @ age 2.37
218 899.776 87 Voted: 0.3388094317742559; Status: 1
218 901.793 87 Killed 209 @ age 3.42
218 903.214 87 Added 209
218 905.519 87 Added 214
218 906.875 87 Killed 209 @ age 2.07
218 910.101 87 Added 209
218 910.837 87 Killed 214 @ age 2.03
218 912.727 88 Added 217
218 914.04 88 Killed 209 @ age 3.34
218 916.58 88 Added 209
218 917.337 88 Killed 217 @ age 2.92
218 918.762 88 Added 210
218 919.709 88 Killed 209 @ age 2.03
218 923.45 88 Added 222
218 924.566 88 Added 209
218 925.785 88 Killed 210 @ age 2.10
218 931.149 89 Killed 222 @ age 2.69
218 932.762 89 Killed 209 @ age 2.34
218 937.68 89 Added 209
218 942.744 90 Voted: 0.3441921072226359; Status: 1
218 963.461 91 Added 224
218 965.84 91 Added 226
218 967.186 91 Killed 224 @ age 2.33
218 970.668 91 Killed 226 @ age 2.64
218 978.826 92 Added 222
218 980.545 92 Killed 209 @ age 2.15
218 982.597 92 Killed 222 @ age 2.27
218 983.615 92 Added 209
218 989.213 93 Voted: 0.342264017033357; Status: 1
218 996.198 93 Killed 209 @ age 2.45
218 1000.272 93 Added 209
218 1005.319 94 Killed 209 @ age 2.39
218 1005.688 94 Added 209
218 1027.376 94 Added 217
218 1031.081 94 Killed 217 @ age 2.48
218 1033.987 96 Voted: 0.34016254656281747; Status: 1
218 1054.466 97 Added 214
218 1055.789 97 Added 226
218 1058.094 97 Killed 226 @ age 2.18
218 1062.694 98 Killed 214 @ age 2.28
218 1064.192 98 Added 214
218 1065.238 98 Killed 209 @ age 2.65
218 1066.24 98 Added 209
218 1068.059 98 Added 211
218 1068.75 98 Added 222
218 1069.725 98 Killed 209 @ age 2.31
218 1071.338 98 Killed 214 @ age 2.85
218 1073.528 98 Killed 211 @ age 2.86
218 1078.133 99 Voted: 0.34832737901916205; Status: 1
218 1081.193 99 Killed 222 @ age 2.17
218 1092.363 100 Added 222
218 1097.472 100 Killed 222 @ age 2.64
218 1111.319 100 Added 226
218 1115.293 100 Killed 226 @ age 2.44
218 1119.655 100 Added 224
218 1123.066 100 Killed 224 @ age 2.18
218 1134.768 100 Added 214
218 1135.773 100 Added 209
218 1137.759 100 Killed 214 @ age 2.14
218 1141.887 103 Added 224
218 1142.161 103 Voted: 0.3474602203182375; Status: 1
218 1146.894 103 Killed 224 @ age 2.57
218 1151.427 103 Killed 209 @ age 2.38
218 1179.682 103 Added 211
218 1182.607 103 Killed 211 @ age 2.13
218 1198.206 103 Added 209
218 1200.529 103 Killed 209 @ age 2.11
218 1213.991 104 Added 209
218 1241.239 105 Voted: 0.34769792251544074; Status: 1
218 1261.148 106 Killed 209 @ age 2.21
218 1301.345 106 Added 224
218 1305.304 106 Killed 224 @ age 2.12
218 1321.635 106 Added 214
218 1328.582 106 Killed 214 @ age 2.27
218 1328.968 106 Added 214
218 1333.833 107 Killed 214 @ age 2.14
218 1334.839 108 Voted: 0.33519916688362406; Status: 1
218 1340.646 108 Added 224
218 1345.579 108 Killed 224 @ age 2.24
218 1350.493 108 Added 209
218 1357.804 108 Killed 209 @ age 2.18
218 1363.275 107 Added 224
218 1366.663 113 Added 214
218 1367.688 113 Added 209
218 1367.611 113 Voted: 0.32981965963931925; Status: 1
218 1368.123 113 Killed 224 @ age 2.06
218 1369.445 113 Killed 214 @ age 2.72
218 1376.805 114 Added 211
218 1381.247 114 Killed 209 @ age 2.32
218 1381.94 114 Added 209
218 1382.457 114 Killed 211 @ age 2.78
218 1397.814 115 Killed 209 @ age 2.88
218 1398.446 115 Added 210
218 1401.929 115 Added 209
218 1402.475 116 Killed 210 @ age 2.01
218 1402.683 116 Voted: 0.32768011884129733; Status: 1
218 1426.69 116 Killed 209 @ age 2.26
218 1428.128 116 Added 210
