ID TIME BLK #BLOCKS
226 16.75 3 1
226 34.173 4 2
226 50.082 5 1
226 57.44 5 1
226 62.826 6 1
226 84.109 7 1
226 93.773 8 1
226 107.71 9 2
226 122.485 10 1
226 136.695 11 1
226 166.458 12 1
226 173.514 13 1
226 185.343 14 1
226 201.454 15 1
226 215.77 16 1
226 223.703 16 1
226 233.788 17 2
226 244.908 18 1
226 248.786 18 1
226 260.66 19 1
226 266.743 19 1
226 275.124 20 1
226 282.875 20 1
226 291.925 21 2
226 305.753 22 1
226 321.229 23 1
226 334.322 24 2
226 350.595 25 1
226 366.794 26 1
226 380.515 27 1
226 395.443 28 1
226 415.242 29 3
226 443.797 30 2
226 450.824 31 1
226 473.487 33 3
