ID TIME BLK VOTE
214 80.394 7 6559633
214 109.363 9 None
214 167.438 13 4543973
214 199.333 15 None
214 259.129 19 3842412
214 288.813 21 None
214 334.539 24 None
214 393.241 28 3768028
214 423.989 30 None
