ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
211 19.118 4 0 0 [] []
211 24.3 4 0 0 [] []
211 29.6 4 0 0 [] []
211 34.912 4 1 1 ['224'] ['224']
211 40.252 5 1 1 ['224'] ['224']
211 45.546 5 1 1 ['224'] ['224']
211 50.818 5 1 0 ['224'] []
211 56.246 5 0 0 [] []
211 61.44 5 0 0 [] []
211 66.811 5 0 1 [] ['210']
211 72.219 6 0 1 [] ['213']
211 77.463 6 0 0 [] []
211 82.761 6 0 0 [] []
211 88.057 6 0 0 [] []
211 93.463 6 2 1 ['222', '226'] ['222']
211 98.718 7 0 1 [] ['226']
211 103.765 7 0 0 [] []
211 109.093 7 1 1 ['224'] ['224']
211 114.358 7 0 0 [] []
211 119.809 8 0 1 [] ['218']
211 125.321 8 0 1 [] ['218']
211 130.712 8 0 1 [] ['218']
211 136.016 8 1 0 ['218'] []
211 141.328 8 0 0 [] []
211 146.653 8 0 0 [] []
211 151.975 8 1 1 ['224'] ['224']
211 157.342 8 0 1 [] ['224']
211 162.604 8 0 0 [] []
211 167.91 8 0 0 [] []
211 172.935 8 0 0 [] []
211 178.254 8 0 0 [] []
211 183.623 8 0 0 [] []
211 188.927 8 0 0 [] []
211 193.965 8 0 0 [] []
211 199.282 8 0 0 [] []
211 204.362 8 1 0 ['217'] []
211 209.722 11 1 1 ['217'] ['217']
211 215.009 11 0 1 [] ['217']
211 220.308 11 0 0 [] []
211 225.615 11 0 0 [] []
211 230.894 11 0 0 [] []
211 236.189 11 0 0 [] []
211 241.487 11 0 0 [] []
211 246.792 11 0 0 [] []
211 252.101 11 0 0 [] []
211 257.407 11 0 0 [] []
211 262.706 11 0 0 [] []
211 267.996 11 0 0 [] []
211 273.287 11 0 0 [] []
211 278.591 11 1 1 ['217'] ['217']
211 283.931 11 0 1 [] ['217']
211 289.237 13 0 2 [] ['217', '222']
211 294.379 15 0 2 [] ['217', '222']
211 299.669 15 0 1 [] ['217']
211 305.008 15 0 1 [] ['217']
211 310.357 15 1 2 ['209'] ['217', '209']
211 315.798 15 0 2 [] ['217', '209']
211 321.068 15 1 1 ['217'] ['217']
211 326.394 15 0 0 [] []
211 331.735 15 0 0 [] []
211 337.046 15 1 1 ['213'] ['213']
211 342.381 15 0 1 [] ['213']
211 347.647 15 0 0 [] []
211 352.976 15 0 0 [] []
211 358.26 15 0 0 [] []
211 363.574 15 0 0 [] []
211 368.973 15 1 0 ['210'] []
211 374.452 15 0 1 [] ['210']
211 379.739 17 0 0 [] []
211 385.017 17 0 0 [] []
211 390.344 17 0 0 [] []
211 395.65 17 0 0 [] []
211 401.399 17 1 1 ['217'] ['217']
211 406.629 17 0 1 [] ['217']
211 412.002 21 0 0 [] []
211 417.129 21 0 0 [] []
211 422.383 21 1 0 ['209'] []
211 427.759 21 0 1 [] ['209']
211 432.87 21 0 0 [] []
211 438.344 22 0 0 [] []
211 443.512 22 0 0 [] []
211 448.818 22 0 0 [] []
211 453.932 22 1 0 ['210'] []
211 459.604 23 2 2 ['209', '213'] ['209', '210']
211 464.993 23 0 1 [] ['209']
211 470.33 23 1 0 ['213'] []
211 475.521 23 0 0 [] []
211 480.855 23 0 0 [] []
211 485.952 23 0 2 [] ['210', '224']
211 491.176 24 1 2 ['222'] ['222', '210']
211 496.42 24 1 2 ['214'] ['214', '222']
211 501.733 24 1 1 ['217'] ['217']
211 507.071 24 1 1 ['217'] ['217']
211 512.183 25 0 0 [] []
211 517.286 25 0 0 [] []
211 522.569 25 0 0 [] []
211 527.912 25 1 0 ['218'] []
211 533.278 25 1 2 ['224'] ['218', '224']
211 538.792 25 1 1 ['224'] ['224']
211 543.99 27 1 1 ['224'] ['224']
211 549.302 27 1 1 ['209'] ['209']
211 554.377 27 0 1 [] ['209']
211 559.705 28 0 1 [] ['209']
211 564.965 28 0 0 [] []
211 570.264 28 0 0 [] []
211 575.574 28 0 0 [] []
211 580.916 28 0 0 [] []
211 586.195 28 0 0 [] []
211 591.617 28 0 1 [] ['209']
211 596.829 28 0 1 [] ['217']
211 602.214 28 0 1 [] ['217']
211 607.462 28 0 0 [] []
211 612.547 28 1 0 ['214'] []
211 617.894 29 0 1 [] ['214']
211 622.979 29 0 0 [] []
211 628.287 29 0 0 [] []
211 633.596 29 0 0 [] []
211 638.893 29 0 0 [] []
211 644.259 29 1 1 ['218'] ['218']
211 649.769 29 0 1 [] ['218']
211 654.878 32 0 0 [] []
211 660.0 33 0 0 [] []
211 665.269 33 0 0 [] []
211 670.578 33 0 0 [] []
211 675.786 33 1 1 ['209'] ['213']
211 681.28 33 0 2 [] ['218', '209']
211 686.494 33 1 2 ['226'] ['226', '209']
211 691.804 33 0 1 [] ['226']
211 697.127 34 1 2 ['209'] ['226', '209']
211 702.471 34 0 2 [] ['226', '209']
211 707.882 35 0 2 [] ['226', '209']
211 713.201 35 0 1 [] ['226']
211 718.502 35 0 0 [] []
211 723.83 35 0 0 [] []
211 729.126 35 0 0 [] []
211 734.425 35 0 0 [] []
211 739.748 35 0 0 [] []
211 745.149 35 0 1 [] ['214']
211 750.473 36 0 1 [] ['214']
211 755.796 36 0 1 [] ['214']
211 761.35 36 1 1 ['224'] ['214']
211 766.532 36 0 2 [] ['214', '224']
211 772.024 39 0 2 [] ['214', '224']
