ID TIME BLK CHAINDATASIZE %CPU
217 89.827 9 178556 45.68
217 99.263 9 178660 45.87
217 142.042 9 178764 45.54
217 186.865 14 189241 45.82
217 358.773 25 218103 46.96
217 428.637 29 228374 47.09
217 430.946 29 228374 47.13
217 474.506 30 230181 46.77
