ID TIME BLK %CPU CHAINDATASIZE
210 29.405 3 189084 29.76
210 39.432 3 189084 29.75
210 49.528 5 191170 29.75
210 59.455 6 193964 29.81
210 69.552 6 193964 29.88
210 79.476 6 193964 29.89
210 89.479 6 193964 29.87
210 99.48 6 193964 29.85
210 109.941 7 195458 29.92
210 119.623 7 195562 30.0
210 129.651 8 196709 30.09
210 211.461 12 207890 30.31
210 212.317 12 207890 30.32
210 222.134 12 208098 30.4
210 231.993 12 208098 30.45
210 241.966 12 208098 30.43
210 373.967 17 229246 31.06
210 430.75 21 243098 31.32
210 450.921 23 254534 31.5
210 451.407 23 254534 31.5
210 461.444 23 254534 31.53
210 471.493 23 254534 31.54
210 481.756 23 254534 31.62
210 491.923 24 256175 31.69
210 501.364 24 256175 31.72
210 511.574 25 258065 31.77
210 521.723 25 258065 31.85
210 531.346 26 262157 31.93
210 541.338 26 262157 31.97
210 551.303 26 262157 31.99
210 561.698 27 263881 32.0
210 571.351 27 263881 32.02
210 581.813 28 266363 32.07
210 700.94 34 286558 32.61
210 709.257 35 288954 32.68
210 712.271 35 288954 32.71
210 753.621 38 299818 33.02
210 766.088 39 303798 33.07
210 766.373 39 303798 33.08
