ID TIME BLK CHAINDATASIZE %CPU
226 101.485 8 183933 24.55
226 107.682 8 183933 24.62
226 148.566 10 191841 24.99
226 199.099 14 201529 25.44
226 261.616 18 217869 26.12
226 294.189 20 233554 26.46
226 350.845 24 257494 27.06
226 377.037 26 261626 27.33
