ID TIME BLK #BLOCKS
218 17.236 3 1
218 20.037 3 1
218 31.709 4 1
218 46.376 5 1
218 62.021 6 1
218 84.229 7 1
218 104.187 8 1
218 115.776 9 1
218 121.853 10 1
218 138.137 11 1
218 152.727 12 1
218 166.871 13 1
218 184.765 14 1
218 199.616 15 1
218 221.889 16 1
218 236.774 17 1
218 255.057 18 1
218 270.951 19 1
218 279.835 20 1
218 288.901 21 1
218 303.701 22 1
218 321.939 23 1
218 337.271 24 2
218 349.579 25 1
218 363.911 26 1
218 366.934 26 1
218 378.807 27 1
218 393.511 28 1
218 407.802 29 1
218 425.973 30 2
218 453.976 31 1
218 455.567 32 1
