ID TIME BLK %CPU CHAINDATASIZE
214 29.631 4 192390 34.24
214 39.37 4 192494 34.33
214 49.371 4 192494 34.3
214 59.371 4 192494 34.28
214 69.379 4 192494 34.26
214 79.403 4 192494 34.24
214 89.414 4 192494 34.22
214 99.409 4 192494 34.2
214 109.413 4 192494 34.17
214 119.434 4 192494 34.15
214 129.43 4 192494 34.13
214 172.439 10 206918 34.38
214 173.358 10 206918 34.39
214 183.421 10 206918 34.48
214 193.31 11 210997 34.57
214 203.006 11 211101 34.57
214 213.001 11 211101 34.55
214 223.71 12 213317 34.6
214 357.214 17 225135 35.0
214 423.933 21 239155 35.21
214 443.37 22 250245 35.38
214 445.701 22 250245 35.4
214 455.484 23 253892 35.48
214 465.012 23 253892 35.56
214 474.927 23 254204 35.63
214 484.922 23 254308 35.72
214 494.584 24 256053 35.75
214 504.561 24 256053 35.77
214 514.579 24 256053 35.74
214 524.592 25 257200 35.78
214 534.683 25 257200 35.79
214 544.599 25 257200 35.79
214 554.605 25 257200 35.8
214 577.313 28 265643 35.96
214 630.404 30 269907 36.15
214 631.554 31 269907 36.16
214 641.062 31 273770 36.24
214 650.974 31 273770 36.22
214 660.957 31 273770 36.19
214 671.319 33 276348 36.21
214 681.008 33 276452 36.22
214 691.139 34 278880 36.2
214 706.846 35 284275 36.23
214 731.439 36 287348 36.29
